ID,datetime,passengers-in,passengers-out,station
1597764,2020/9/13 6:00,18,14,1t
1559973,2020/9/13 6:00,16,5,2a
1942824,2020/9/13 6:00,31,11,2b
2397772,2020/9/13 6:00,17,3,2c
1679149,2020/9/13 6:00,9,5,2d
1092461,2020/9/13 6:00,11,6,2e
2113562,2020/9/13 6:00,12,8,2f
1928808,2020/9/13 6:00,14,13,2g
1080148,2020/9/13 6:00,12,6,2h
1449692,2020/9/13 6:00,8,7,2i
1889562,2020/9/13 6:00,10,1,2j
1551270,2020/9/13 6:00,6,21,2k
2169178,2020/9/13 6:00,9,6,2l
2463998,2020/9/13 6:00,7,9,2m
1855115,2020/9/13 6:00,8,10,2n
1222526,2020/9/13 6:00,8,8,2o
1776151,2020/9/13 6:00,10,6,2p
1795872,2020/9/13 6:00,8,2,2q
1781152,2020/9/13 6:00,8,5,2r
1469667,2020/9/13 6:00,11,9,2s
1078941,2020/9/13 6:00,18,8,2t
1963757,2020/9/13 6:00,14,48,2u
1770099,2020/9/13 6:00,18,7,2v
2119382,2020/9/13 6:00,14,6,2w
1485149,2020/9/13 6:00,17,5,2x
1254384,2020/9/13 6:15,66,38,1a
1377691,2020/9/13 6:15,27,13,1b
1680632,2020/9/13 6:15,45,26,1c
1698642,2020/9/13 6:15,30,20,1d
2428084,2020/9/13 6:15,33,11,1e
1739742,2020/9/13 6:15,27,10,1f
2544518,2020/9/13 6:15,10,10,1g
1047265,2020/9/13 6:15,7,10,1h
1429230,2020/9/13 6:15,10,6,1i
2525333,2020/9/13 6:15,11,5,1j
1494474,2020/9/13 6:15,19,13,1k
1633458,2020/9/13 6:15,3,9,1l
1265333,2020/9/13 6:15,10,9,1m
1903026,2020/9/13 6:15,10,6,1n
2089188,2020/9/13 6:15,30,13,1o
1346926,2020/9/13 6:15,6,9,1p
1676534,2020/9/13 6:15,6,8,1q
2078834,2020/9/13 6:15,7,7,1r
1859745,2020/9/13 6:15,9,8,1s
1654361,2020/9/13 6:15,25,16,1t
1817874,2020/9/13 6:15,17,4,2a
1555163,2020/9/13 6:15,35,9,2b
1434323,2020/9/13 6:15,20,9,2c
1532522,2020/9/13 6:15,14,4,2d
2337340,2020/9/13 6:15,14,15,2e
1729559,2020/9/13 6:15,14,7,2f
1426411,2020/9/13 6:15,9,5,2g
1502279,2020/9/13 6:15,18,5,2h
2414521,2020/9/13 6:15,12,18,2i
1996318,2020/9/13 6:15,14,6,2j
1799088,2020/9/13 6:15,10,29,2k
2093908,2020/9/13 6:15,9,9,2l
1597855,2020/9/13 6:15,13,4,2m
1500759,2020/9/13 6:15,9,9,2n
1946510,2020/9/13 6:15,8,15,2o
1816536,2020/9/13 6:15,12,3,2p
1047456,2020/9/13 6:15,11,5,2q
1751156,2020/9/13 6:15,11,9,2r
2116630,2020/9/13 6:15,13,5,2s
1177424,2020/9/13 6:15,19,6,2t
2337020,2020/9/13 6:15,25,110,2u
1683014,2020/9/13 6:15,18,10,2v
1174731,2020/9/13 6:15,18,8,2w
1600105,2020/9/13 6:15,23,7,2x
1052993,2020/9/13 6:30,78,20,1a
1113431,2020/9/13 6:30,35,11,1b
1039311,2020/9/13 6:30,48,11,1c
2336484,2020/9/13 6:30,34,7,1d
1795216,2020/9/13 6:30,34,17,1e
2178170,2020/9/13 6:30,29,16,1f
1843302,2020/9/13 6:30,15,5,1g
2003825,2020/9/13 6:30,6,10,1h
2138757,2020/9/13 6:30,12,10,1i
1830088,2020/9/13 6:30,13,8,1j
2138758,2020/9/13 6:30,13,19,1k
1564925,2020/9/13 6:30,7,8,1l
2073183,2020/9/13 6:30,8,14,1m
2362993,2020/9/13 6:30,7,11,1n
2544191,2020/9/13 6:30,15,11,1o
2251027,2020/9/13 6:30,7,17,1p
1127417,2020/9/13 6:30,7,17,1q
2521471,2020/9/13 6:30,6,10,1r
2495019,2020/9/13 6:30,7,18,1s
2061219,2020/9/13 6:30,27,25,1t
1693010,2020/9/13 6:30,14,8,2a
1919681,2020/9/13 6:30,33,13,2b
1089112,2020/9/13 6:30,19,7,2c
1869265,2020/9/13 6:30,17,6,2d
1989629,2020/9/13 6:30,11,11,2e
1108746,2020/9/13 6:30,13,9,2f
1435902,2020/9/13 6:30,11,10,2g
1371921,2020/9/13 6:30,18,11,2h
2211903,2020/9/13 6:30,13,18,2i
1479201,2020/9/13 6:30,12,8,2j
1582919,2020/9/13 6:30,13,50,2k
1587346,2020/9/13 6:30,11,19,2l
1713661,2020/9/13 6:30,9,9,2m
1513850,2020/9/13 6:30,14,12,2n
1170342,2020/9/13 6:30,10,9,2o
1527122,2020/9/13 6:30,10,9,2p
1480622,2020/9/13 6:30,6,8,2q
2307593,2020/9/13 6:30,10,5,2r
1298548,2020/9/13 6:30,13,8,2s
1080237,2020/9/13 6:30,26,15,2t
2351431,2020/9/13 6:30,32,75,2u
2193986,2020/9/13 6:30,23,10,2v
1981476,2020/9/13 6:30,22,10,2w
2321294,2020/9/13 6:30,25,6,2x
2511062,2020/9/13 6:45,100,23,1a
1970988,2020/9/13 6:45,40,14,1b
1020686,2020/9/13 6:45,42,32,1c
1860587,2020/9/13 6:45,43,15,1d
1500247,2020/9/13 6:45,50,31,1e
2011528,2020/9/13 6:45,30,26,1f
1447546,2020/9/13 6:45,15,11,1g
1986503,2020/9/13 6:45,10,17,1h
2530645,2020/9/13 6:45,10,15,1i
2545428,2020/9/13 6:45,14,16,1j
2147937,2020/9/13 6:45,17,21,1k
2223390,2020/9/13 6:45,4,13,1l
2441776,2020/9/13 6:45,11,13,1m
1413385,2020/9/13 6:45,10,21,1n
1022176,2020/9/13 6:45,22,13,1o
1312220,2020/9/13 6:45,6,20,1p
1275163,2020/9/13 6:45,8,14,1q
1169697,2020/9/13 6:45,11,28,1r
1627649,2020/9/13 6:45,11,21,1s
2271247,2020/9/13 6:45,33,34,1t
1586108,2020/9/13 6:45,25,7,2a
1805337,2020/9/13 6:45,45,23,2b
1780406,2020/9/13 6:45,19,13,2c
1471575,2020/9/13 6:45,18,9,2d
2103697,2020/9/13 6:45,13,15,2e
2088691,2020/9/13 6:45,11,9,2f
1274536,2020/9/13 6:45,8,16,2g
1059951,2020/9/13 6:45,17,19,2h
1701600,2020/9/13 6:45,17,15,2i
1374359,2020/9/13 6:45,12,9,2j
1777986,2020/9/13 6:45,3,38,2k
2264172,2020/9/13 6:45,7,15,2l
1479981,2020/9/13 6:45,17,14,2m
1177731,2020/9/13 6:45,12,14,2n
2266950,2020/9/13 6:45,11,15,2o
2018006,2020/9/13 6:45,10,13,2p
1327689,2020/9/13 6:45,11,16,2q
1059646,2020/9/13 6:45,8,18,2r
2075397,2020/9/13 6:45,13,11,2s
1387796,2020/9/13 6:45,34,40,2t
1164002,2020/9/13 6:45,50,161,2u
2341373,2020/9/13 6:45,22,9,2v
1292936,2020/9/13 6:45,23,11,2w
2007528,2020/9/13 6:45,26,10,2x
1272403,2020/9/13 7:00,98,34,1a
1603958,2020/9/13 7:00,34,15,1b
2491552,2020/9/13 7:00,51,33,1c
1879154,2020/9/13 7:00,45,21,1d
1674527,2020/9/13 7:00,34,31,1e
1508766,2020/9/13 7:00,42,45,1f
1090606,2020/9/13 7:00,20,23,1g
2338460,2020/9/13 7:00,9,19,1h
1098536,2020/9/13 7:00,12,18,1i
1019411,2020/9/13 7:00,18,22,1j
1163642,2020/9/13 7:00,13,33,1k
1654307,2020/9/13 7:00,6,13,1l
2427636,2020/9/13 7:00,9,25,1m
1640550,2020/9/13 7:00,7,19,1n
1311473,2020/9/13 7:00,11,16,1o
2322405,2020/9/13 7:00,11,22,1p
1767913,2020/9/13 7:00,5,20,1q
2174472,2020/9/13 7:00,13,12,1r
1093763,2020/9/13 7:00,11,33,1s
2221078,2020/9/13 7:00,36,40,1t
1762611,2020/9/13 7:00,26,13,2a
1853432,2020/9/13 7:00,45,22,2b
1309753,2020/9/13 7:00,18,19,2c
2170524,2020/9/13 7:00,15,10,2d
2162504,2020/9/13 7:00,15,18,2e
1224694,2020/9/13 7:00,10,19,2f
2508682,2020/9/13 7:00,10,17,2g
1087454,2020/9/13 7:00,18,13,2h
1090881,2020/9/13 7:00,19,22,2i
2414730,2020/9/13 7:00,12,9,2j
1076622,2020/9/13 7:00,14,44,2k
2296159,2020/9/13 7:00,11,38,2l
2468623,2020/9/13 7:00,14,18,2m
1576416,2020/9/13 7:00,11,21,2n
1443744,2020/9/13 7:00,16,18,2o
1629937,2020/9/13 7:00,12,21,2p
1977085,2020/9/13 7:00,9,11,2q
1516982,2020/9/13 7:00,11,12,2r
1640703,2020/9/13 7:00,15,15,2s
1609149,2020/9/13 7:00,30,20,2t
1280764,2020/9/13 7:00,51,185,2u
2288821,2020/9/13 7:00,31,13,2v
1265059,2020/9/13 7:00,26,12,2w
1766988,2020/9/13 7:00,33,15,2x
2182376,2020/9/13 7:15,103,44,1a
2317677,2020/9/13 7:15,39,24,1b
1221542,2020/9/13 7:15,49,32,1c
1448048,2020/9/13 7:15,52,22,1d
2174352,2020/9/13 7:15,46,43,1e
2174455,2020/9/13 7:15,44,34,1f
2441764,2020/9/13 7:15,25,24,1g
1035168,2020/9/13 7:15,12,22,1h
1303861,2020/9/13 7:15,12,15,1i
2136849,2020/9/13 7:15,11,28,1j
1912005,2020/9/13 7:15,22,37,1k
1535291,2020/9/13 7:15,3,19,1l
2539375,2020/9/13 7:15,11,22,1m
2505524,2020/9/13 7:15,3,16,1n
2383549,2020/9/13 7:15,18,24,1o
1606462,2020/9/13 7:15,8,27,1p
1369745,2020/9/13 7:15,14,25,1q
2408845,2020/9/13 7:15,9,25,1r
2463147,2020/9/13 7:15,12,30,1s
1628452,2020/9/13 7:15,35,35,1t
2069491,2020/9/13 7:15,26,9,2a
1569492,2020/9/13 7:15,45,29,2b
1476855,2020/9/13 7:15,23,15,2c
1769913,2020/9/13 7:15,15,14,2d
1522741,2020/9/13 7:15,15,36,2e
2142692,2020/9/13 7:15,17,27,2f
1934294,2020/9/13 7:15,13,26,2g
2380997,2020/9/13 7:15,24,35,2h
1373397,2020/9/13 7:15,20,27,2i
1006249,2020/9/13 7:15,13,23,2j
1286046,2020/9/13 7:15,8,46,2k
1270138,2020/9/13 7:15,13,30,2l
1771727,2020/9/13 7:15,12,20,2m
2341000,2020/9/13 7:15,16,22,2n
1753425,2020/9/13 7:15,15,32,2o
2079891,2020/9/13 7:15,19,18,2p
1702198,2020/9/13 7:15,15,11,2q
1007523,2020/9/13 7:15,15,15,2r
1986946,2020/9/13 7:15,16,16,2s
2102318,2020/9/13 7:15,39,26,2t
1352345,2020/9/13 7:15,77,210,2u
2122248,2020/9/13 7:15,33,11,2v
2336099,2020/9/13 7:15,26,9,2w
1932206,2020/9/13 7:15,38,13,2x
1475826,2020/9/13 7:30,128,38,1a
1247690,2020/9/13 7:30,49,26,1b
1751487,2020/9/13 7:30,63,31,1c
2007378,2020/9/13 7:30,58,32,1d
2421398,2020/9/13 7:30,56,45,1e
2281230,2020/9/13 7:30,44,62,1f
1031127,2020/9/13 7:30,27,24,1g
1125355,2020/9/13 7:30,7,19,1h
2414929,2020/9/13 7:30,12,17,1i
2112332,2020/9/13 7:30,23,25,1j
1524349,2020/9/13 7:30,21,39,1k
2067339,2020/9/13 7:30,7,22,1l
1860270,2020/9/13 7:30,15,27,1m
2227880,2020/9/13 7:30,8,21,1n
1692309,2020/9/13 7:30,8,35,1o
2461612,2020/9/13 7:30,12,38,1p
1402452,2020/9/13 7:30,13,28,1q
1426077,2020/9/13 7:30,13,28,1r
1074723,2020/9/13 7:30,11,33,1s
1662603,2020/9/13 7:30,41,37,1t
1903319,2020/9/13 7:30,29,15,2a
2266898,2020/9/13 7:30,48,27,2b
2420112,2020/9/13 7:30,24,25,2c
1533477,2020/9/13 7:30,19,15,2d
1787139,2020/9/13 7:30,20,32,2e
1982003,2020/9/13 7:30,17,39,2f
1056319,2020/9/13 7:30,14,32,2g
1161045,2020/9/13 7:30,23,41,2h
1033248,2020/9/13 7:30,23,47,2i
2418582,2020/9/13 7:30,16,16,2j
1136099,2020/9/13 7:30,18,42,2k
1604650,2020/9/13 7:30,15,31,2l
1833471,2020/9/13 7:30,17,19,2m
2063965,2020/9/13 7:30,15,24,2n
1210985,2020/9/13 7:30,15,34,2o
1656289,2020/9/13 7:30,13,21,2p
1699599,2020/9/13 7:30,11,20,2q
2072482,2020/9/13 7:30,13,26,2r
1382728,2020/9/13 7:30,18,17,2s
2512919,2020/9/13 7:30,40,63,2t
1914101,2020/9/13 7:30,59,176,2u
1788169,2020/9/13 7:30,38,28,2v
1013311,2020/9/13 7:30,34,14,2w
2077862,2020/9/13 7:30,34,23,2x
1830660,2020/9/13 7:45,120,60,1a
1098238,2020/9/13 7:45,58,40,1b
2421242,2020/9/13 7:45,57,24,1c
2037745,2020/9/13 7:45,66,30,1d
1008387,2020/9/13 7:45,55,50,1e
1982667,2020/9/13 7:45,47,51,1f
1487877,2020/9/13 7:45,30,31,1g
1007016,2020/9/13 7:45,10,18,1h
2118440,2020/9/13 7:45,14,33,1i
1182820,2020/9/13 7:45,24,31,1j
2531085,2020/9/13 7:45,25,40,1k
2371118,2020/9/13 7:45,7,22,1l
1304497,2020/9/13 7:45,19,30,1m
1579218,2020/9/13 7:45,8,20,1n
2180700,2020/9/13 7:45,11,35,1o
1536707,2020/9/13 7:45,12,37,1p
1534412,2020/9/13 7:45,8,28,1q
1701650,2020/9/13 7:45,18,24,1r
1391304,2020/9/13 7:45,11,39,1s
1391214,2020/9/13 7:45,41,58,1t
1741125,2020/9/13 7:45,32,10,2a
1473867,2020/9/13 7:45,50,41,2b
1497846,2020/9/13 7:45,25,24,2c
1106437,2020/9/13 7:45,20,22,2d
2165983,2020/9/13 7:45,20,58,2e
1955477,2020/9/13 7:45,21,39,2f
1261319,2020/9/13 7:45,11,42,2g
2114883,2020/9/13 7:45,28,35,2h
2068293,2020/9/13 7:45,28,50,2i
2266751,2020/9/13 7:45,21,24,2j
1579813,2020/9/13 7:45,16,32,2k
1441719,2020/9/13 7:45,22,35,2l
1400682,2020/9/13 7:45,20,20,2m
1580819,2020/9/13 7:45,23,34,2n
1584240,2020/9/13 7:45,15,36,2o
2096477,2020/9/13 7:45,21,38,2p
1121378,2020/9/13 7:45,13,20,2q
1666803,2020/9/13 7:45,15,24,2r
2528641,2020/9/13 7:45,21,22,2s
2494644,2020/9/13 7:45,43,43,2t
2230120,2020/9/13 7:45,176,194,2u
2316788,2020/9/13 7:45,36,17,2v
1723647,2020/9/13 7:45,34,16,2w
1688395,2020/9/13 7:45,51,27,2x
1598829,2020/9/13 8:00,110,118,1a
1910992,2020/9/13 8:00,57,39,1b
1797952,2020/9/13 8:00,57,35,1c
1597123,2020/9/13 8:00,66,26,1d
1032081,2020/9/13 8:00,68,49,1e
1985057,2020/9/13 8:00,65,59,1f
1640823,2020/9/13 8:00,29,33,1g
2359043,2020/9/13 8:00,17,21,1h
1953397,2020/9/13 8:00,19,42,1i
1658970,2020/9/13 8:00,30,26,1j
2270497,2020/9/13 8:00,23,27,1k
1481604,2020/9/13 8:00,15,20,1l
2149643,2020/9/13 8:00,14,37,1m
1689878,2020/9/13 8:00,6,26,1n
1892829,2020/9/13 8:00,9,62,1o
1115923,2020/9/13 8:00,17,41,1p
1552815,2020/9/13 8:00,14,30,1q
2168197,2020/9/13 8:00,12,26,1r
2410026,2020/9/13 8:00,17,56,1s
1794054,2020/9/13 8:00,42,48,1t
1741242,2020/9/13 8:00,30,16,2a
1708385,2020/9/13 8:00,59,33,2b
1349363,2020/9/13 8:00,29,25,2c
2496873,2020/9/13 8:00,29,27,2d
1631554,2020/9/13 8:00,20,41,2e
2221470,2020/9/13 8:00,17,68,2f
2466464,2020/9/13 8:00,19,49,2g
1534543,2020/9/13 8:00,33,52,2h
1614292,2020/9/13 8:00,32,59,2i
1643642,2020/9/13 8:00,22,35,2j
1868651,2020/9/13 8:00,14,58,2k
1756863,2020/9/13 8:00,24,41,2l
1891153,2020/9/13 8:00,22,78,2m
2224265,2020/9/13 8:00,21,30,2n
1294372,2020/9/13 8:00,19,35,2o
1212033,2020/9/13 8:00,12,39,2p
1492694,2020/9/13 8:00,13,38,2q
1996654,2020/9/13 8:00,13,26,2r
1431267,2020/9/13 8:00,27,65,2s
1495082,2020/9/13 8:00,41,40,2t
1288253,2020/9/13 8:00,109,198,2u
1079746,2020/9/13 8:00,39,39,2v
1275945,2020/9/13 8:00,36,15,2w
2366000,2020/9/13 8:00,55,31,2x
2451736,2020/9/13 8:15,119,54,1a
2523982,2020/9/13 8:15,49,75,1b
1786905,2020/9/13 8:15,59,30,1c
1544128,2020/9/13 8:15,69,167,1d
1563846,2020/9/13 8:15,65,48,1e
1697891,2020/9/13 8:15,64,129,1f
1723107,2020/9/13 8:15,33,33,1g
2366775,2020/9/13 8:15,11,24,1h
1877037,2020/9/13 8:15,21,48,1i
1642042,2020/9/13 8:15,36,52,1j
2431779,2020/9/13 8:15,33,42,1k
1413876,2020/9/13 8:15,8,24,1l
1915870,2020/9/13 8:15,19,66,1m
1703819,2020/9/13 8:15,10,30,1n
1491763,2020/9/13 8:15,22,83,1o
1289171,2020/9/13 8:15,20,54,1p
1464270,2020/9/13 8:15,22,29,1q
1656925,2020/9/13 8:15,16,23,1r
1881152,2020/9/13 8:15,16,43,1s
1034632,2020/9/13 8:15,43,68,1t
1853246,2020/9/13 8:15,45,19,2a
2280386,2020/9/13 8:15,48,52,2b
2010334,2020/9/13 8:15,33,72,2c
1327401,2020/9/13 8:15,28,35,2d
2124415,2020/9/13 8:15,37,59,2e
1319102,2020/9/13 8:15,19,83,2f
2140250,2020/9/13 8:15,16,49,2g
1852055,2020/9/13 8:15,38,65,2h
2257154,2020/9/13 8:15,43,62,2i
2002150,2020/9/13 8:15,21,40,2j
2270686,2020/9/13 8:15,17,59,2k
2205032,2020/9/13 8:15,25,49,2l
2345378,2020/9/13 8:15,25,23,2m
2086050,2020/9/13 8:15,22,28,2n
2371911,2020/9/13 8:15,27,52,2o
1111299,2020/9/13 8:15,26,37,2p
2063813,2020/9/13 8:15,14,39,2q
2155825,2020/9/13 8:15,17,34,2r
2307280,2020/9/13 8:15,27,29,2s
1623432,2020/9/13 8:15,52,42,2t
1293076,2020/9/13 8:15,159,173,2u
1696728,2020/9/13 8:15,46,20,2v
1446622,2020/9/13 8:15,37,20,2w
1714508,2020/9/13 8:15,53,36,2x
1323175,2020/9/13 8:30,109,54,1a
1261018,2020/9/13 8:30,49,30,1b
2261829,2020/9/13 8:30,55,42,1c
1125445,2020/9/13 8:30,64,35,1d
2071685,2020/9/13 8:30,33,55,1e
2085818,2020/9/13 8:30,16,71,1f
1013457,2020/9/13 8:30,37,41,1g
2064703,2020/9/13 8:30,16,24,1h
1476429,2020/9/13 8:30,20,55,1i
1160858,2020/9/13 8:30,33,30,1j
1872241,2020/9/13 8:30,31,45,1k
1765220,2020/9/13 8:30,6,27,1l
1931683,2020/9/13 8:30,23,71,1m
1721186,2020/9/13 8:30,12,36,1n
2230822,2020/9/13 8:30,21,81,1o
1958021,2020/9/13 8:30,26,72,1p
2406240,2020/9/13 8:30,20,28,1q
1975215,2020/9/13 8:30,19,33,1r
2225420,2020/9/13 8:30,20,58,1s
2205243,2020/9/13 8:30,46,90,1t
2341537,2020/9/13 8:30,40,18,2a
1010577,2020/9/13 8:30,54,45,2b
1589080,2020/9/13 8:30,31,22,2c
1276038,2020/9/13 8:30,28,25,2d
2031642,2020/9/13 8:30,25,59,2e
2117380,2020/9/13 8:30,18,92,2f
1751239,2020/9/13 8:30,12,54,2g
2117520,2020/9/13 8:30,32,88,2h
2459304,2020/9/13 8:30,42,72,2i
1291202,2020/9/13 8:30,18,47,2j
2328218,2020/9/13 8:30,17,63,2k
1157110,2020/9/13 8:30,19,52,2l
2095148,2020/9/13 8:30,33,25,2m
1378066,2020/9/13 8:30,26,27,2n
2082537,2020/9/13 8:30,26,120,2o
1534016,2020/9/13 8:30,26,46,2p
1926821,2020/9/13 8:30,26,60,2q
2528658,2020/9/13 8:30,18,36,2r
1508080,2020/9/13 8:30,22,37,2s
2254864,2020/9/13 8:30,45,51,2t
2105757,2020/9/13 8:30,131,178,2u
1309964,2020/9/13 8:30,42,28,2v
1527251,2020/9/13 8:30,34,20,2w
1507475,2020/9/13 8:30,52,35,2x
1081251,2020/9/13 8:45,116,62,1a
2130937,2020/9/13 8:45,51,33,1b
2470632,2020/9/13 8:45,63,37,1c
1027208,2020/9/13 8:45,70,39,1d
1534949,2020/9/13 8:45,60,66,1e
1824014,2020/9/13 8:45,66,71,1f
1103230,2020/9/13 8:45,29,49,1g
1295187,2020/9/13 8:45,14,17,1h
2432868,2020/9/13 8:45,20,50,1i
1285956,2020/9/13 8:45,28,28,1j
1997794,2020/9/13 8:45,32,45,1k
1410578,2020/9/13 8:45,10,31,1l
1403019,2020/9/13 8:45,25,76,1m
1251654,2020/9/13 8:45,12,46,1n
1888080,2020/9/13 8:45,25,99,1o
1971886,2020/9/13 8:45,24,83,1p
2232033,2020/9/13 8:45,27,28,1q
2075571,2020/9/13 8:45,20,35,1r
2123313,2020/9/13 8:45,22,67,1s
1193009,2020/9/13 8:45,38,82,1t
1136061,2020/9/13 8:45,36,16,2a
1406020,2020/9/13 8:45,58,46,2b
2127858,2020/9/13 8:45,34,28,2c
1737327,2020/9/13 8:45,26,28,2d
1390304,2020/9/13 8:45,22,49,2e
1135099,2020/9/13 8:45,16,95,2f
1898069,2020/9/13 8:45,20,65,2g
2006281,2020/9/13 8:45,30,105,2h
2102458,2020/9/13 8:45,45,79,2i
1929446,2020/9/13 8:45,27,50,2j
1721670,2020/9/13 8:45,18,83,2k
1816470,2020/9/13 8:45,22,46,2l
1980234,2020/9/13 8:45,28,31,2m
2399507,2020/9/13 8:45,31,57,2n
1510059,2020/9/13 8:45,27,32,2o
1274739,2020/9/13 8:45,27,59,2p
1671474,2020/9/13 8:45,15,78,2q
2115524,2020/9/13 8:45,13,43,2r
1724510,2020/9/13 8:45,29,30,2s
2051070,2020/9/13 8:45,56,54,2t
1065821,2020/9/13 8:45,162,200,2u
1735490,2020/9/13 8:45,37,20,2v
1725299,2020/9/13 8:45,36,24,2w
2468827,2020/9/13 8:45,47,46,2x
1173688,2020/9/13 9:00,117,61,1a
1071055,2020/9/13 9:00,54,36,1b
1954524,2020/9/13 9:00,56,31,1c
1318747,2020/9/13 9:00,59,37,1d
1705133,2020/9/13 9:00,64,52,1e
2263432,2020/9/13 9:00,70,75,1f
2341436,2020/9/13 9:00,38,46,1g
1085638,2020/9/13 9:00,16,24,1h
2132135,2020/9/13 9:00,23,45,1i
1125575,2020/9/13 9:00,27,25,1j
1179200,2020/9/13 9:00,28,40,1k
1506125,2020/9/13 9:00,11,31,1l
2470572,2020/9/13 9:00,21,71,1m
1612771,2020/9/13 9:00,9,54,1n
1642527,2020/9/13 9:00,19,58,1o
1320377,2020/9/13 9:00,30,91,1p
1424482,2020/9/13 9:00,21,26,1q
1878773,2020/9/13 9:00,17,30,1r
1530821,2020/9/13 9:00,22,63,1s
2112280,2020/9/13 9:00,48,68,1t
1596151,2020/9/13 9:00,39,18,2a
1120923,2020/9/13 9:00,60,66,2b
1658919,2020/9/13 9:00,34,26,2c
2514396,2020/9/13 9:00,26,28,2d
1553274,2020/9/13 9:00,34,71,2e
1981206,2020/9/13 9:00,22,91,2f
1048074,2020/9/13 9:00,13,39,2g
2023970,2020/9/13 9:00,35,96,2h
1032477,2020/9/13 9:00,41,51,2i
1969002,2020/9/13 9:00,22,40,2j
1101265,2020/9/13 9:00,24,80,2k
1724251,2020/9/13 9:00,31,48,2l
1338054,2020/9/13 9:00,26,26,2m
1927964,2020/9/13 9:00,22,35,2n
1243436,2020/9/13 9:00,31,35,2o
2320200,2020/9/13 9:00,23,45,2p
2158227,2020/9/13 9:00,13,65,2q
1474596,2020/9/13 9:00,14,24,2r
1233227,2020/9/13 9:00,27,25,2s
1215422,2020/9/13 9:00,55,42,2t
1065308,2020/9/13 9:00,172,176,2u
1009934,2020/9/13 9:00,45,26,2v
2311818,2020/9/13 9:00,37,26,2w
2132864,2020/9/13 9:00,47,36,2x
1309493,2020/9/13 9:15,103,62,1a
2099527,2020/9/13 9:15,47,32,1b
1109423,2020/9/13 9:15,61,41,1c
1918419,2020/9/13 9:15,57,32,1d
1564833,2020/9/13 9:15,70,45,1e
1797730,2020/9/13 9:15,81,65,1f
1831037,2020/9/13 9:15,37,37,1g
2170705,2020/9/13 9:15,16,20,1h
2095336,2020/9/13 9:15,24,44,1i
1458140,2020/9/13 9:15,26,23,1j
1927787,2020/9/13 9:15,36,34,1k
1705432,2020/9/13 9:15,14,29,1l
1839580,2020/9/13 9:15,22,76,1m
1721421,2020/9/13 9:15,9,60,1n
1580327,2020/9/13 9:15,24,128,1o
1085157,2020/9/13 9:15,29,86,1p
1102975,2020/9/13 9:15,21,29,1q
1248567,2020/9/13 9:15,23,27,1r
1831937,2020/9/13 9:15,19,66,1s
1634674,2020/9/13 9:15,44,77,1t
1086767,2020/9/13 9:15,35,19,2a
1710378,2020/9/13 9:15,53,60,2b
1624271,2020/9/13 9:15,27,25,2c
1356515,2020/9/13 9:15,23,34,2d
1101415,2020/9/13 9:15,28,49,2e
1965315,2020/9/13 9:15,18,110,2f
2466603,2020/9/13 9:15,16,54,2g
1442957,2020/9/13 9:15,37,65,2h
1297533,2020/9/13 9:15,42,57,2i
1165891,2020/9/13 9:15,24,48,2j
2307428,2020/9/13 9:15,23,83,2k
2467836,2020/9/13 9:15,31,46,2l
1059780,2020/9/13 9:15,30,33,2m
2006903,2020/9/13 9:15,31,18,2n
1457734,2020/9/13 9:15,31,36,2o
1018074,2020/9/13 9:15,25,46,2p
2175900,2020/9/13 9:15,14,63,2q
1168808,2020/9/13 9:15,19,29,2r
1994084,2020/9/13 9:15,27,23,2s
1502240,2020/9/13 9:15,47,39,2t
1184298,2020/9/13 9:15,161,210,2u
1472823,2020/9/13 9:15,36,18,2v
2551311,2020/9/13 9:15,34,20,2w
1339088,2020/9/13 9:15,51,43,2x
2081511,2020/9/13 9:30,100,66,1a
1224094,2020/9/13 9:30,48,37,1b
2091082,2020/9/13 9:30,50,41,1c
1931055,2020/9/13 9:30,64,39,1d
1064296,2020/9/13 9:30,57,57,1e
2529717,2020/9/13 9:30,85,74,1f
1846731,2020/9/13 9:30,42,40,1g
2149878,2020/9/13 9:30,18,20,1h
1540830,2020/9/13 9:30,27,57,1i
1367895,2020/9/13 9:30,21,29,1j
1128177,2020/9/13 9:30,36,45,1k
2101178,2020/9/13 9:30,9,31,1l
2126630,2020/9/13 9:30,16,78,1m
1355845,2020/9/13 9:30,13,73,1n
1728741,2020/9/13 9:30,29,139,1o
1789398,2020/9/13 9:30,25,90,1p
2431016,2020/9/13 9:30,22,32,1q
1859266,2020/9/13 9:30,29,35,1r
1444030,2020/9/13 9:30,17,63,1s
1597521,2020/9/13 9:30,45,73,1t
1677464,2020/9/13 9:30,42,18,2a
1499935,2020/9/13 9:30,52,87,2b
1269032,2020/9/13 9:30,36,21,2c
2271127,2020/9/13 9:30,24,32,2d
1160457,2020/9/13 9:30,33,62,2e
1403567,2020/9/13 9:30,29,116,2f
2404155,2020/9/13 9:30,23,46,2g
1230512,2020/9/13 9:30,38,68,2h
1619045,2020/9/13 9:30,43,52,2i
1522162,2020/9/13 9:30,25,44,2j
1250218,2020/9/13 9:30,23,115,2k
1482102,2020/9/13 9:30,29,49,2l
1196657,2020/9/13 9:30,32,24,2m
1833393,2020/9/13 9:30,26,25,2n
1166550,2020/9/13 9:30,32,36,2o
1812506,2020/9/13 9:30,23,37,2p
2437774,2020/9/13 9:30,16,78,2q
2025503,2020/9/13 9:30,15,26,2r
